lead_id,company_name,industry,company_size,country,signup_date,source,demo_requested,emails_opened,response_time_hours,n_meetings,decision_maker_contacted,quoted_acv_eur,company_description,converted,converted_within_days,lead_segment_truth
L0675,Naranja AI,SaaS,620,DE,2024-11-29,outbound,True,19,14.3,11,False,17322.76,"Empresa establecida en SaaS, más de 620 empleados, requiere RFP y prueba piloto.",True,20.0,strategic
L0411,Manzana Networks,healthcare,244,DE,2025-10-21,organic,False,3,150.9,0,False,7725.86,"Empresa de healthcare de tamaño medio, descarga whitepapers pero no responde llamadas.",False,,tire_kicker
L0732,Faena Networks,logistics,45,PT,2025-11-25,paid,True,10,2.5,7,True,3991.29,"Empresa de logistics pequeña en PT, equipo joven y decide rápido.",True,4.0,quick_mover
L0297,Olivo Solutions,logistics,171,ES,2025-09-04,organic,False,8,98.7,1,False,4854.0,"Negocio de logistics curioso pero sin urgencia, comparando alternativas gratuitas.",False,,tire_kicker
L0053,Zarza Networks,retail,60,ES,2025-12-05,organic,False,4,73.7,2,False,3535.03,"retail SMB exploring options, no budget allocated yet, comparing free alternatives.",False,,tire_kicker
L0160,Elixir Works,retail,224,ES,2025-01-31,organic,False,2,73.1,2,False,3547.42,Equipo de retail en ES pidiendo info pero sin sponsor interno claro.,False,,tire_kicker
L0609,Dátil Tech,retail,166,ES,2025-05-20,organic,False,0,48.4,0,False,4760.04,Equipo de retail en ES pidiendo info pero sin sponsor interno claro.,False,,tire_kicker
L0320,Zarza Group,SaaS,101,DE,2025-11-05,organic,False,5,,0,False,3876.33,"Pyme de SaaS en fase exploratoria, sin presupuesto asignado todavía.",False,,tire_kicker
L0704,Acme Labs,?,76,ES,2024-10-31,organic,False,4,113.9,1,False,5103.3,"Negocio de logistics curioso pero sin urgencia, comparando alternativas gratuitas.",False,,tire_kicker
L0191,Nube Labs,retail,55,ES,2024-10-25,outbound,False,4,106.0,0,True,3251.19,"Empresa de retail de tamaño medio, descarga whitepapers pero no responde llamadas.",False,,tire_kicker
L0152,Nube Systems,healthcare,69,PT,2025-04-07,referral,True,4,45.9,0,False,7951.11,"Empresa de healthcare de tamaño medio, descarga whitepapers pero no responde llamadas.",False,,tire_kicker
L0532,Quinoa AI,healthcare,95,ES,2025-09-29,organic,False,4,185.6,1,False,4199.57,"Empresa de healthcare de tamaño medio, descarga whitepapers pero no responde llamadas.",False,,tire_kicker
L0766,Cardo Works,fintech,6,ES,2024-04-04,paid,True,7,1.1,0,True,,"Pyme de fintech ágil, ya usa varias herramientas SaaS, presupuesto acotado.",False,,quick_mover
L0213,Jaca Networks,healthcare,8,España,2025-11-25,conference,True,13,3.2,1,True,7078.32,"healthcare startup, agile team, ready to commit Q3.",True,26.0,quick_mover
L0788,Cala Solutions,fintech,13,ES,2024-09-18,conference,True,10,2.1,3,True,6056.87,"Empresa de fintech pequeña en ES, equipo joven y decide rápido.",False,,quick_mover
L0308,Cala AI,retail,175,ES,2024-11-27,organic,False,2,17.5,1,False,6740.91,"Negocio de retail curioso pero sin urgencia, comparando alternativas gratuitas.",False,,tire_kicker
L0442,Kéfir Solutions,retail,36,ES,2025-04-25,conference,True,10,2.4,2,True,6105.75,"Empresa de retail pequeña en ES, equipo joven y decide rápido.",True,4.0,quick_mover
L0505,Manzana Hub, SaaS ,1044,ES,2025-08-11,organic,True,20,18.5,9,True,23970.04,"Multinacional de SaaS con procesos maduros, decisión por comité de compras.",True,28.0,strategic
L0727,Acme Pro,retail,11,DE,2024-02-17,organic,True,4,1.4,1,False,5191.16,"Pyme de retail ágil, ya usa varias herramientas SaaS, presupuesto acotado.",False,,quick_mover
L0167,Wadi Tech,healthcare,159,,2025-08-02,organic,False,1,58.3,1,False,10799.67,"Negocio de healthcare curioso pero sin urgencia, comparando alternativas gratuitas.",False,,tire_kicker
L0200,Quinoa Works,fintech,9,ES,2025-05-08,paid,True,9,2.3,5,True,6083.08,"Empresa de fintech pequeña en ES, equipo joven y decide rápido.",True,13.0,quick_mover
L0166,Jaca Group,healthcare,354,DE,2025-11-30,conference,False,22,18.6,10,True,16936.87,"Multinacional de healthcare con procesos maduros, decisión por comité de compras.",True,172.0,strategic
L0632,Wadi Dynamics,SaaS,75,ES,2024-04-04,referral,False,2,76.3,1,False,7208.09,"Empresa de SaaS de tamaño medio, descarga whitepapers pero no responde llamadas.",False,,tire_kicker
L0607,Kéfir Studio,logistics,90,ES,2025-02-28,organic,False,5,185.2,0,False,5369.74,"Empresa de logistics de tamaño medio, descarga whitepapers pero no responde llamadas.",False,,tire_kicker
L0109,Olivo Pro,logistics,47,ES,2025-03-16,referral,True,10,1.8,3,True,5344.5,"Pyme de logistics ágil, ya usa varias herramientas SaaS, presupuesto acotado.",True,26.0,quick_mover
L0016,Hada Cloud,fintech,9,ES,2024-10-31,referral,True,9,2.0,3,False,4100.56,"pequeña jugador de fintech en ES, ciclo de compra corto.",False,,quick_mover
L0496,Gamba Digital,SaaS,716,PT,2025-01-13,referral,True,26,39.5,5,True,15649.57,"Empresa establecida en SaaS, más de 716 empleados, requiere RFP y prueba piloto.",True,42.0,strategic
L0082,Pera Systems,healthcare,1442,ES,2024-09-17,outbound,True,27,20.9,10,True,28861.14,"Líder de mercado en healthcare con sede en ES, integra herramientas a nivel grupo.",True,8.0,strategic
L0286,Lila Systems,retail,739,DE,2024-12-15,conference,True,24,17.3,10,True,17664.3,,False,,strategic
L0276,Bizum Networks,,260,DE,2024-11-19,conference,True,25,25.4,8,False,7337.97,"Empresa establecida en retail, más de 260 empleados, requiere RFP y prueba piloto.",False,,strategic
L0147,Ágora Group,retail,15,UK,2025-12-21,outbound,True,8,1.9,3,True,2831.06,"Pyme de retail ágil, ya usa varias herramientas SaaS, presupuesto acotado.",True,5.0,quick_mover
L0193,Dátil Works,fintech,24,IT,2025-10-16,paid,True,7,1.3,0,True,6026.84,"Pyme de fintech ágil, ya usa varias herramientas SaaS, presupuesto acotado.",True,16.0,quick_mover
L0671,Wadi Digital,healthcare,12,DE,2025-12-29,paid,True,11,3.3,2,True,6505.74,"pequeña jugador de healthcare en DE, ciclo de compra corto.",True,62.0,quick_mover
L0173,Wadi Labs,fintech,24,UK,2024-12-25,Conf.,True,10,2.3,3,False,5142.6,"Startup de fintech con unos 24 empleados, busca cerrar trato en semanas.",False,,quick_mover
L0557,Hidra Networks,fintech,7,,2025-09-02,referral,True,3,2.1,4,True,6469.14,"Pyme de fintech ágil, ya usa varias herramientas SaaS, presupuesto acotado.",True,7.0,quick_mover
L0133,Faro Hub,healthcare,935,DE,2025-08-03,outbound,True,28,30.7,2,False,13494.97,"Líder de mercado en healthcare con sede en DE, integra herramientas a nivel grupo.",False,,strategic
L0406,Faro Dynamics,logistics,85,IT,2024-12-21,outbound,False,1,56.1,0,False,5687.79,"Empresa de logistics de tamaño medio, descarga whitepapers pero no responde llamadas.",False,,tire_kicker
L0528,Faro Data,logistics,56,IT,2025-11-19,referral,True,2,147.8,1,True,3896.11,"Pyme de logistics en fase exploratoria, sin presupuesto asignado todavía.",False,,tire_kicker
L0154,Jacaranda Data,SaaS,640,FR,2024-01-04,paid,True,25,60.5,5,True,14409.89,"Multinacional de SaaS con procesos maduros, decisión por comité de compras.",True,71.0,strategic
L0043,Ruta AI,fintech,123,ES,2024-06-07,organic,False,2,30.7,0,False,8311.13,Equipo de fintech en ES pidiendo info pero sin sponsor interno claro.,False,,tire_kicker
L0678,Verbena Cloud,healthcare,183,ES,2024-08-17,outbound,True,27,28.6,3,True,11808.86,"Empresa establecida en healthcare, más de 183 empleados, requiere RFP y prueba piloto.",False,,strategic
L0033,Kéfir Cloud,Retail,41,ES,2025-05-08,paid,True,7,2.4,2,True,5195.24,"Startup de retail con unos 41 empleados, busca cerrar trato en semanas.",True,1.0,quick_mover
L0338,Naranja Digital,fintech,78,DE,2024-06-25,paid,False,2,24.6,0,False,8098.31,"Pyme de fintech en fase exploratoria, sin presupuesto asignado todavía.",False,,tire_kicker
L0399,Ibis Systems,HEALTHCARE,460,FR,2025-12-08,outbound,True,31,21.0,10,True,27823.5,"Corporación del sector healthcare con presencia en varios países, ciclo de compra largo y comité formal.",True,144.0,strategic
L0682,Xilófono Works,retail,28,IT,2025-12-15,paid,True,8,2.0,2,True,5193.25,,True,6.0,quick_mover
L0504,Ágora Group,healthcare,226,ESP,2025-11-25,conference,no,24,79.6,6,True,21938.9,"Multinacional de healthcare con procesos maduros, decisión por comité de compras.",False,,strategic
L0410,Iberia Dynamics,fintech,78,ES,2024-03-22,referral,False,3,143.6,1,False,7356.42,"Empresa de fintech de tamaño medio, descarga whitepapers pero no responde llamadas.",True,1.0,tire_kicker
L0657,Hidra Works,SaaS,127,FR,19-Dec-2024,organic,False,5,36.2,0,False,5582.15,Equipo de SaaS en FR pidiendo info pero sin sponsor interno claro.,False,,tire_kicker
L0612,Pera Cloud,healthcare,64,IT,2025-08-21,conference,False,2,63.6,0,False,7397.07,Equipo de healthcare en IT pidiendo info pero sin sponsor interno claro.,False,,tire_kicker
L0061,Ruta Solutions,healthcare,43,DE,2025-01-06,organic,True,3,46.3,0,False,5238.61,Equipo de healthcare en DE pidiendo info pero sin sponsor interno claro.,False,,tire_kicker
L0253,Ruta Dynamics,retail,194,UK,2024-09-09,referral,True,21,74.8,7,True,8862.0,"Established retail corp in UK, formal RFP process, long sales cycle.",True,46.0,strategic
L0752,Nube AI,retail,33,IT,2024-05-10,conference,True,7,2.9,3,True,5288.48,"Empresa de retail pequeña en IT, equipo joven y decide rápido.",True,27.0,quick_mover
L0712,Nube AI,retail,122,ES,2025-12-27,organic,True,3,38.8,0,False,2123.99,Equipo de retail en ES pidiendo info pero sin sponsor interno claro.,False,,tire_kicker
L0497,Ibis Data,retail,613,ES,2025-03-10,conference,True,20,14.8,3,True,10194.9,"Líder de mercado en retail con sede en ES, integra herramientas a nivel grupo.",False,,strategic
L0126,Setas Group,retail,200,ES,2025-04-24,conference,True,22,29.2,7,True,8466.2,TBD,True,9.0,strategic
L0437,Jaca Data,logistics,17,PT,2025-02-13,conference,False,6,3.8,1,True,4653.57,"Empresa de logistics pequeña en PT, equipo joven y decide rápido.",False,,quick_mover
L0059,Yedra Systems,SaaS,21,PT,2024-11-29,outbound,True,8,3.0,3,False,3517.23,"pequeña jugador de SaaS en PT, ciclo de compra corto.",True,3.0,quick_mover
L0339,Bolero Data,SaaS,11,ES,2025-12-23,referral,True,10,1.9,3,True,6028.22,"pequeña jugador de SaaS en ES, ciclo de compra corto.",True,5.0,quick_mover
L0184,Xilófono Networks,healthcare,31,Unknown,2025-01-24,referral,True,8,4.3,0,True,8575.4,(no notes),True,15.0,quick_mover
L0475,Garbanzo Studio,fintech,28,ES,2025-03-26,referral,True,7,1.8,4,True,6387.35,"Pyme de fintech ágil, ya usa varias herramientas SaaS, presupuesto acotado.",False,,quick_mover
L0374,Yedra Data  ,logistics,28,PT,2025-11-24,paid,False,9,0.8,3,False,5570.56,"Empresa de logistics pequeña en PT, equipo joven y decide rápido.",False,,quick_mover
L0459,Nube AI, fintech ,157,spain,2025-12-16,PAID,False,1,25.0,0,False,9086.32,"Pyme de fintech en fase exploratoria, sin presupuesto asignado todavía.",False,,tire_kicker
L0223,Bolero Studio,fintech,151,es,2025-03-13,paid,False,0,147.6,0,False,9788.32,Equipo de fintech en ES pidiendo info pero sin sponsor interno claro.,False,,tire_kicker
L0069,Dátil Digital,SaaS,17,IT,2024-06-28,conference,True,7,2.4,6,True,5904.23,"Startup de SaaS con unos 17 empleados, busca cerrar trato en semanas.",True,6.0,quick_mover
L0519,Jacaranda AI, retail ,20,IT,2025-02-13,organic,True,8,2.3,0,False,3676.41,"Pyme de retail ágil, ya usa varias herramientas SaaS, presupuesto acotado.",False,,quick_mover
L0275,Bolero Works,retail,21,ES,2024-01-08,outbound,False,6,36.0,0,False,4144.81,"Negocio de retail curioso pero sin urgencia, comparando alternativas gratuitas.",False,,tire_kicker
L0327,Verbena Dynamics,healthcare,78,ES,2025-06-13,organic,True,1,104.5,1,False,6171.66,"Pyme de healthcare en fase exploratoria, sin presupuesto asignado todavía.",False,,tire_kicker
L0636,Hada Data,healthcare,22,IT,2024-05-20,PAID,True,7,1.3,3,True,7732.84,"Pyme de healthcare ágil, ya usa varias herramientas SaaS, presupuesto acotado.",True,16.0,quick_mover
L0743,Olivo Cloud,SaaS,73,UK,2024-10-23,organic,False,8,70.4,0,False,6735.49,Equipo de SaaS en UK pidiendo info pero sin sponsor interno claro.,False,,tire_kicker
L0780,Bizum Works,logistics,109,ES,2024-06-29,referral,False,3,68.9,0,False,6315.43,"Negocio de logistics curioso pero sin urgencia, comparando alternativas gratuitas.",False,,tire_kicker
L0114,Yedra Networks,retail,373,ES,2025-04-11,outbound,True,19,26.5,4,True,9993.26,"Líder de mercado en retail con sede en ES, integra herramientas a nivel grupo.",True,62.0,strategic
L0378,Lila Hub,SaaS,336,FR,2024-03-07,conference,True,27,42.8,5,True,21993.27,"Empresa establecida en SaaS, más de 336 empleados, requiere RFP y prueba piloto.",False,,strategic
L0420,Elixir Networks,healthcare,99,UK,2024-05-05,paid,False,4,36.1,0,False,6591.19,"Empresa de healthcare de tamaño medio, descarga whitepapers pero no responde llamadas.",False,,tire_kicker
L0558,Bizum Hub,retail,459,FR,2025-04-08,outbound,True,31,20.1,4,True,14662.35,"Corporación del sector retail con presencia en varios países, ciclo de compra largo y comité formal.",False,,strategic
L0330,Lila Systems,healthcare,20,FR,2025-04-14,paid,True,13,1.0,6,True,6525.58,"pequeña jugador de healthcare en FR, ciclo de compra corto.",True,21.0,quick_mover
L0533,Uva Dynamics,retail,704,UK,2024-09-16,conference,True,29,23.5,3,True,16833.03,"Multinacional de retail con procesos maduros, decisión por comité de compras.",True,7.0,strategic
L0336,Uva Data,retail,56,ES,2025-05-05,organic,False,2,64.0,0,True,3096.07,Equipo de retail en ES pidiendo info pero sin sponsor interno claro.,False,,tire_kicker
L0398,Pera Tech,,26,GER,2025-08-21,outbound,True,10,2.1,4,False,4035.72,"Pyme de logistics ágil, ya usa varias herramientas SaaS, presupuesto acotado.",True,24.0,quick_mover
L0492,Yedra Works,fintech,82,ES,2025-12-01,outbound,False,2,135.5,1,False,16855.35,"Negocio de fintech curioso pero sin urgencia, comparando alternativas gratuitas.",False,,tire_kicker
L0606,Jaca AI,SaaS,220,ES,2024-03-26,paid,True,2,42.9,0,False,8670.1,"Empresa de SaaS de tamaño medio, descarga whitepapers pero no responde llamadas.",True,3.0,tire_kicker
L0215,Elixir Hub,retail,88,ES,2025-04-07,organic,True,1,40.1,0,False,4256.75,"Negocio de retail curioso pero sin urgencia, comparando alternativas gratuitas.",False,,tire_kicker
L0701,Xilófono Dynamics,retail,12,PT,2024-07-16,outbound,True,7,0.8,2,True,2223.52,"Empresa de retail pequeña en PT, equipo joven y decide rápido.",True,16.0,quick_mover
L0622,Naranja Works,SaaS,1419,UK,2025-11-21,referral,True,27,25.4,6,True,17255.94,"Multinacional de SaaS con procesos maduros, decisión por comité de compras.",False,,strategic
L0698,Hidra AI,SaaS,329,ES,2025-02-28,referral,True,20,29.0,8,True,18303.14,"Líder de mercado en SaaS con sede en ES, integra herramientas a nivel grupo.",True,33.0,strategic
L0643,Ruta Works,healthcare,15,PT,2025-01-22,paid,True,6,1.6,4,True,10552.69,"Empresa de healthcare pequeña en PT, equipo joven y decide rápido.",True,17.0,quick_mover
L0740,Iberia Data,fintech,217,IT,2025-11-25,conference,True,45,40.7,3,True,17828.41,"Empresa establecida en fintech, más de 217 empleados, requiere RFP y prueba piloto.",False,,strategic
L0713,Jacaranda Cloud (España),fintech,128,UK,2024-08-05,organic,True,3,50.4,1,False,3994.32,Equipo de fintech en UK pidiendo info pero sin sponsor interno claro.,False,,tire_kicker
L0404,Bolero Solutions,logistics,43,ES,2025-02-17,paid,True,13,2.5,2,True,5968.68,"pequeña jugador de logistics en ES, ciclo de compra corto.",True,19.0,quick_mover
L0563,Bizum Data,fintech,46,ES,2025-12-31,paid,False,3,94.6,0,False,8958.39,"Pyme de fintech en fase exploratoria, sin presupuesto asignado todavía.",False,,tire_kicker
L0602,Iberia Solutions,fintech,72,DE,2025-08-22,outbound,True,4,28.2,1,True,6979.18,"Negocio de fintech curioso pero sin urgencia, comparando alternativas gratuitas.",False,,tire_kicker
L0691,Ágora Studio,SaaS,16,ES,2025-12-16,paid,True,8,1.6,1,False,5499.5,"Empresa de SaaS pequeña en ES, equipo joven y decide rápido.",False,,quick_mover
L0582,Hidra Studio (España),SaaS,237,DE,2025-03-14,conference,True,21,15.6,2,True,26354.19,"Enterprise SaaS player, security review required before pilot.",False,,strategic
L0709,Ruta Group,healthcare,700,ES,2025-08-26,conference,True,21,13.5,1,True,23246.84,"Empresa establecida en healthcare, más de 700 empleados, requiere RFP y prueba piloto.",True,80.0,strategic
L0343,Cala Works,healthcare,53,ES,2025-12-31,organic,True,2,97.4,2,True,3989.98,"Pyme de healthcare en fase exploratoria, sin presupuesto asignado todavía.",True,4.0,tire_kicker
L0369,Pulpo Labs,SaaS,29,ES,2025-03-06,referral,True,12,1.3,5,True,3458.41,"Startup de SaaS con unos 29 empleados, busca cerrar trato en semanas.",True,26.0,quick_mover
L0796,Bizum Data,SaaS,5,DE,2025-10-31,paid,False,7,5.4,6,True,5191.15,"Empresa de SaaS pequeña en DE, equipo joven y decide rápido.",True,6.0,quick_mover
L0511,Estuario Group,retail,60,FR,2024-09-02,paid,True,5,3.9,2,False,3907.53,"Startup de retail con unos 60 empleados, busca cerrar trato en semanas.",True,8.0,quick_mover
L0092,Trébol AI,logistics,78,ES,2024-01-25,organic,False,3,71.7,0,False,6905.49,"Negocio de logistics curioso pero sin urgencia, comparando alternativas gratuitas.",False,,tire_kicker
L0168,Pera Cloud,logistics,57,ES,2025-08-08,organic,False,2,48.9,0,False,4389.83,"Negocio de logistics curioso pero sin urgencia, comparando alternativas gratuitas.",True,1.0,tire_kicker
L0357,Xilófono Hub,logistics,30,ES,2025-01-20,conference,False,3,75.3,1,False,0.0,"Pyme de logistics en fase exploratoria, sin presupuesto asignado todavía.",False,,tire_kicker
L0157,Setas Cloud,retail,7,PT,2024-04-09,paid_legacy,True,3,1.0,2,True,2010.51,"pequeña jugador de retail en PT, ciclo de compra corto.",True,42.0,quick_mover
L0434,Quinoa Works,SaaS,79,DE,2025-10-22,organic,True,3,61.3,0,True,10126.87,"Pyme de SaaS en fase exploratoria, sin presupuesto asignado todavía.",False,,tire_kicker
L0512,Olivo Solutions,fintech,65,ES,2024-12-09,organic,False,2,183.0,0,True,5977.79,"Pyme de fintech en fase exploratoria, sin presupuesto asignado todavía.",True,4.0,tire_kicker
L0312,Ágora Data,healthcare,971,ES,2024-04-14,outbound,True,20,25.8,2,True,29084.78,"Empresa establecida en healthcare, más de 971 empleados, requiere RFP y prueba piloto.",False,,strategic
L0006,Faena Labs,retail,32,ES,2024-11-09,referral,True,2,70.0,0,False,3873.04,Equipo de retail en ES pidiendo info pero sin sponsor interno claro.,False,,tire_kicker
L0624,Jaca Works,retail,921,FR,2024-10-02,outbound,True,30,36.9,9,True,22482.57,"Corporación del sector retail con presencia en varios países, ciclo de compra largo y comité formal.",False,,strategic
L0268,Elixir Pro,logistics,87,IT,2025-10-07,paid,True,6,1.7,2,True,5250.94,"Empresa de logistics mediana en IT, equipo joven y decide rápido.",True,37.0,quick_mover
L0486,Bizum Digital,logistics,966,PT,2025-12-27,outbound,True,20,10.9,7,True,19757.07,"Empresa establecida en logistics, más de 966 empleados, requiere RFP y prueba piloto.",True,22.0,strategic
L0529,Lila Hub,retail,112,ES,2024-12-17,conference,True,3,36.0,1,False,2780.14,"Pyme de retail en fase exploratoria, sin presupuesto asignado todavía.",False,,tire_kicker
L0503,Ruta Labs,retail,59,FR,2025-05-17,paid,False,3,115.7,0,False,3076.83,Equipo de retail en FR pidiendo info pero sin sponsor interno claro.,False,,tire_kicker
L0573,Setas Solutions,retail,203,ES,2025-04-08,conference,True,31,33.4,6,True,10666.58,"Multinacional de retail con procesos maduros, decisión por comité de compras.",True,26.0,strategic
L0435,Ibis Studio (España),retail,19,UK,2025-04-12,referral,True,5,2.1,1,True,6523.49,"pequeña jugador de retail en UK, ciclo de compra corto.",True,5.0,quick_mover
L0038,Pulpo Digital,SaaS,522,ES,2024-02-23,outbound,True,21,28.3,6,True,22823.31,"Multinacional de SaaS con procesos maduros, decisión por comité de compras.",True,63.0,strategic
L0561,Cala Cloud,healthcare,24,ES,2025-08-11,paid,True,10,2.7,4,True,3461.46,"pequeña jugador de healthcare en ES, ciclo de compra corto.",True,17.0,quick_mover
L0769,Trébol Works,SaaS,16,UK,2025-10-29,referral,True,9,1.3,1,True,4532.41,"pequeña jugador de SaaS en UK, ciclo de compra corto.",False,,quick_mover
L0137,Yedra Pro,healthcare,91,PT,2025-01-29,outbound,False,5,34.8,0,False,6723.27,"Pyme de healthcare en fase exploratoria, sin presupuesto asignado todavía.",False,,tire_kicker
L0479,Nube Dynamics,SaaS,26,IT,2024-02-06,organic,False,4,23.1,3,True,3784.21,"Pyme de SaaS en fase exploratoria, sin presupuesto asignado todavía.",False,,tire_kicker
L0513,Faena Labs,logistics,11,PT,2025-09-13,conference,False,12,1.3,6,True,4131.68,"Startup de logistics con unos 11 empleados, busca cerrar trato en semanas.",True,5.0,quick_mover
L0669,Estuario Tech,retail,39,UK,2025-08-05,referral,True,5,1.8,0,True,3538.89,"Startup de retail con unos 39 empleados, busca cerrar trato en semanas.",False,,quick_mover
L0441,Xilófono Hub,retail,125,IT,2025-11-12,organic,False,4,118.9,0,False,4225.21,"Empresa de retail de tamaño medio, descarga whitepapers pero no responde llamadas.",False,,tire_kicker
L0314,Nube Labs,logistics,807,ES,2025-11-06,organic,True,23,18.3,4,True,24327.37,"Líder de mercado en logistics con sede en ES, integra herramientas a nivel grupo.",False,,strategic
L0765,Ruta Labs,healthcare,276,DE,2024-12-17,organic,False,2,113.8,0,False,7302.92,"Pyme de healthcare en fase exploratoria, sin presupuesto asignado todavía.",False,,tire_kicker
L0298,Quinoa Group,fintech,51,IT,2025-12-08,organic,False,5,165.0,1,True,5913.52,"Empresa de fintech de tamaño medio, descarga whitepapers pero no responde llamadas.",False,,tire_kicker
L0358,Wadi Systems,SaaS,153,IT,2025-03-12,Referral,False,3,69.1,0,True,5536.71,"Pyme de SaaS en fase exploratoria, sin presupuesto asignado todavía.",False,,tire_kicker
L0011,Verbena Works,Healthcare,402,PT,2024-07-03,outbound,True,27,12.1,3,True,21073.84,"Corporación del sector healthcare con presencia en varios países, ciclo de compra largo y comité formal.",False,,strategic
L99005,Jaca Works  ,healthcare,114,ES,2024-09-19,outbound,True,18,12.1,9,True,19971.77,"Líder de mercado en healthcare con sede en ES, integra herramientas a nivel grupo.",True,12.0,strategic
L0355,Ibis Group,fintech,397,ES,2025-12-06,outbound,True,28,16.2,8,False,27936.41,"Líder de mercado en fintech con sede en ES, integra herramientas a nivel grupo.",True,19.0,strategic
L0313,Pera AI,logistics,34,UK,2024-02-26,paid,True,14,3.2,2,True,5235.97,"Pyme de logistics ágil, ya usa varias herramientas SaaS, presupuesto acotado.",True,38.0,quick_mover
L0793,Quinoa AI,healthcare,23,UK,2024-01-01,organic,True,10,2.4,1,False,11822.01,"pequeña jugador de healthcare en UK, ciclo de compra corto.",False,,quick_mover
L0161,Hidra Systems,retail,15,PT,2024-08-23,paid,True,7,2.3,2,True,3314.53,"pequeña jugador de retail en PT, ciclo de compra corto.",True,4.0,quick_mover
L0384,Duna Hub,SaaS,477,DE,2024-12-10,organic,True,30,23.6,2,True,14295.27,"Empresa establecida en SaaS, más de 477 empleados, requiere RFP y prueba piloto.",False,,strategic
L0531,Dátil Networks,healthcare,99,ES,2024-08-05,outbound,False,6,67.2,0,False,6212.8,Equipo de healthcare en ES pidiendo info pero sin sponsor interno claro.,False,,tire_kicker
L99014,Bolero Data SL,SaaS,11,ES,2025-12-23,referral,True,8,1.9,3,True,6028.22,"pequeña jugador de SaaS en ES, ciclo de compra corto.",True,5.0,quick_mover
L0026,Iberia Dynamics,fintech,20,ES,2025-09-13,paid,False,11,2.3,2,True,11151.93,"Empresa de fintech pequeña en ES, equipo joven y decide rápido.",False,,quick_mover
L0452,Cala Systems,logistics,114,FR,2025-01-30,paid,True,4,77.3,0,False,5417.83,"Negocio de logistics curioso pero sin urgencia, comparando alternativas gratuitas.",True,7.0,tire_kicker
L0421,Jaca Data,retail,90,FR,2025-08-11,referral,True,1,23.3,2,False,3660.92,"Negocio de retail curioso pero sin urgencia, comparando alternativas gratuitas.",False,,tire_kicker
L0781,Gamba Digital,fintech,17,ES,2025-06-17,conference,True,7,1.0,1,False,5408.83,"Empresa de fintech pequeña en ES, equipo joven y decide rápido.",True,7.0,quick_mover
L0028,Yedra Studio,retail,5,UK,2024-01-10,paid,True,11,1.4,2,False,3774.85,"Empresa de retail pequeña en UK, equipo joven y decide rápido.",False,,quick_mover
L0574,Jaca Systems,healthcare,49,ES,2025-05-08,organic,False,2,23.9,1,True,4631.47,"Pyme de healthcare en fase exploratoria, sin presupuesto asignado todavía.",False,,tire_kicker
L0034,Naranja Cloud,SaaS,272,IT,2025-12-08,referral,True,27,19.5,6,False,15813.98,"Líder de mercado en SaaS con sede en IT, integra herramientas a nivel grupo.",False,,strategic
L0491,Uva AI,Retail,177,UK,2024-05-29,organic,False,2,97.5,0,False,3306.57,"Empresa de retail de tamaño medio, descarga whitepapers pero no responde llamadas.",False,,tire_kicker
L99015,Uva Studio,retail,280,IT,2025-04-28,organic,True,2,66.8,0,False,4264.74,Equipo de retail en IT pidiendo info pero sin sponsor interno claro.,False,,tire_kicker
L0056,Trébol Digital,healthcare,144,ES,2024-09-20,organic,False,2,37.6,0,True,7445.18,"Negocio de healthcare curioso pero sin urgencia, comparando alternativas gratuitas.",False,,tire_kicker
L0433,Pera Labs,retail,215,ES,2024-10-17,referral,False,0,191.5,0,True,1000000.0,"Empresa de retail de tamaño medio, descarga whitepapers pero no responde llamadas.",False,,tire_kicker
L0010,Verbena Studio,SaaS,646,ES,2025-12-29,referral,True,33,30.7,8,False,12720.41,"Empresa establecida en SaaS, más de 646 empleados, requiere RFP y prueba piloto.",True,140.0,strategic
L0460,Hada Group,fintech,129,ES,2024-07-01,referral,False,3,45.7,0,False,7155.87,"Empresa de fintech de tamaño medio, descarga whitepapers pero no responde llamadas.",False,,tire_kicker
L0208,Bizum Labs,SaaS,86,ES,2024-10-23,referral,False,3,147.6,0,False,6531.88,"Pyme de SaaS en fase exploratoria, sin presupuesto asignado todavía.",False,,tire_kicker
L0677,Estuario Labs,healthcare,39,DE,2024-11-05,conference,False,3,26.6,1,False,9436.52,"Negocio de healthcare curioso pero sin urgencia, comparando alternativas gratuitas.",False,,tire_kicker
L0418,Xilófono Dynamics,SaaS,207,UK,2024-11-07,paid,False,7,51.9,1,True,3206.18,"Pyme de SaaS en fase exploratoria, sin presupuesto asignado todavía.",False,,tire_kicker
L0651,Kéfir Solutions,SaaS,148,ES,2024-07-17,outbound,True,24,22.6,5,True,21237.11,"Líder de mercado en SaaS con sede en ES, integra herramientas a nivel grupo.",True,4.0,strategic
L0027,Cardo AI,logistics,762,ES,2025-08-15,conference,True,34,32.3,5,True,27041.97,,True,56.0,strategic
L0770,Elixir Labs,retail,69,ES,2025-01-06,conference,True,7,33.0,1,True,5679.13,"Empresa de retail de tamaño medio, descarga whitepapers pero no responde llamadas.",False,,tire_kicker
L0747,Pulpo AI,healthcare,29,IT,2025-10-29,paid,True,8,1.4,1,True,9619.84,"Pyme de healthcare ágil, ya usa varias herramientas SaaS, presupuesto acotado.",True,14.0,quick_mover
